"@timestamp",message,"@timestamp","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.type","agent.version","ecs.version","event.severity","host.architecture","host.containerized","host.hostname","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.version",hostname,"input.type","log.source.address","process.program","suricata.eve.timestamp","syslog.facility","syslog.facility_label","syslog.priority","syslog.severity_label"
"Nov 27, 2019 @ 20:23:19.000","This is syslog message 550","Nov 27, 2019 @ 20:23:19.000",ro2Irm4BwUbOUpXKVCml,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:23:14.000","This is syslog message 549","Nov 27, 2019 @ 20:23:14.000",QI2Irm4BwUbOUpXKQSkY,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:23:09.000","This is syslog message 548","Nov 27, 2019 @ 20:23:09.000",9o2Irm4BwUbOUpXKLSiu,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:23:04.000","This is syslog message 547","Nov 27, 2019 @ 20:23:04.000",ro2Irm4BwUbOUpXKGigj,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:59.000","This is syslog message 546","Nov 27, 2019 @ 20:22:59.000",X42Irm4BwUbOUpXKBiiX,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:54.000","This is syslog message 545","Nov 27, 2019 @ 20:22:54.000",FY2Hrm4BwUbOUpXK8ygL,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:49.000","This is syslog message 544","Nov 27, 2019 @ 20:22:49.000",842Hrm4BwUbOUpXK3yeA,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:44.000","This is syslog message 543","Nov 27, 2019 @ 20:22:44.000",hY2Hrm4BwUbOUpXKyyf0,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:39.000","This is syslog message 542","Nov 27, 2019 @ 20:22:39.000",Oo2Hrm4BwUbOUpXKuCeM,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:34.000","This is syslog message 541","Nov 27, 2019 @ 20:22:34.000",9I2Hrm4BwUbOUpXKpSYB,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:29.000","This is syslog message 540","Nov 27, 2019 @ 20:22:29.000",qI2Hrm4BwUbOUpXKkSZ0,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:24.000","This is syslog message 539","Nov 27, 2019 @ 20:22:24.000",Wo2Hrm4BwUbOUpXKfSbn,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:19.000","This is syslog message 538","Nov 27, 2019 @ 20:22:19.000",N42Hrm4BwUbOUpXKaiZY,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:14.000","This is syslog message 537","Nov 27, 2019 @ 20:22:14.000",yY2Hrm4BwUbOUpXKViXM,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:09.000","This is syslog message 536","Nov 27, 2019 @ 20:22:09.000",f42Hrm4BwUbOUpXKQyVi,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:22:04.000","This is syslog message 535","Nov 27, 2019 @ 20:22:04.000",N42Hrm4BwUbOUpXKLyXV,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:59.000","This is syslog message 534","Nov 27, 2019 @ 20:21:59.000",542Hrm4BwUbOUpXKHCRI,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:54.000","This is syslog message 533","Nov 27, 2019 @ 20:21:54.000",nI2Hrm4BwUbOUpXKCCS8,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:49.000","This is syslog message 532","Nov 27, 2019 @ 20:21:49.000",Uo2Grm4BwUbOUpXK9SQv,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:44.000","This is syslog message 531","Nov 27, 2019 @ 20:21:44.000",DI2Grm4BwUbOUpXK4SSl,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:39.000","This is syslog message 530","Nov 27, 2019 @ 20:21:39.000",6I2Grm4BwUbOUpXKziM6,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:34.000","This is syslog message 529","Nov 27, 2019 @ 20:21:34.000",eo2Grm4BwUbOUpXKuiOv,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:29.000","This is syslog message 528","Nov 27, 2019 @ 20:21:29.000",K42Grm4BwUbOUpXKpyMj,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:24.000","This is syslog message 527","Nov 27, 2019 @ 20:21:24.000",4o2Grm4BwUbOUpXKkyKZ,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:19.000","This is syslog message 526","Nov 27, 2019 @ 20:21:19.000",lo2Grm4BwUbOUpXKgCIL,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:14.000","This is syslog message 525","Nov 27, 2019 @ 20:21:14.000",UI2Grm4BwUbOUpXKbCKD,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:09.000","This is syslog message 524","Nov 27, 2019 @ 20:21:09.000",Lo2Grm4BwUbOUpXKWSIX,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:21:04.000","This is syslog message 523","Nov 27, 2019 @ 20:21:04.000",vo2Grm4BwUbOUpXKRSGN,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:59.000","This is syslog message 522","Nov 27, 2019 @ 20:20:59.000",cI2Grm4BwUbOUpXKMiEC,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:54.000","This is syslog message 521","Nov 27, 2019 @ 20:20:54.000",Jo2Grm4BwUbOUpXKHiF0,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:49.000","This is syslog message 520","Nov 27, 2019 @ 20:20:49.000",3I2Grm4BwUbOUpXKCiDn,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:44.000","This is syslog message 519","Nov 27, 2019 @ 20:20:44.000",lo2Frm4BwUbOUpXK9yBa,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:39.000","This is syslog message 518","Nov 27, 2019 @ 20:20:39.000",c42Frm4BwUbOUpXK4yDw,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:34.000","This is syslog message 517","Nov 27, 2019 @ 20:20:34.000",BY2Frm4BwUbOUpXK0CBk,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:29.000","This is syslog message 516","Nov 27, 2019 @ 20:20:29.000","1I2Frm4BwUbOUpXKvB_Y","syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:24.000","This is syslog message 515","Nov 27, 2019 @ 20:20:24.000",YY2Frm4BwUbOUpXKqR9K,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:19.000","This is syslog message 514","Nov 27, 2019 @ 20:20:19.000","A42Frm4BwUbOUpXKlR--","syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:14.000","This is syslog message 513","Nov 27, 2019 @ 20:20:14.000",Xo2Frm4BwUbOUpXKgh4x,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
"Nov 27, 2019 @ 20:20:09.000","This is syslog message 512","Nov 27, 2019 @ 20:20:09.000",CI2Frm4BwUbOUpXKbh7H,"syslog-2019.11-00",,"_doc","e828c219-d361-447a-8895-68aba6cea37b","filebeat_syslog","a71bec20-f71d-4cac-9ef5-4824fc40f312",filebeat,"7.4.0","1.1.0",5,"x86_64",true,"filebeat_syslog","filebeat_syslog",Core,redhat,"4.9.184-linuxkit","CentOS Linux",centos,"7 (Core)","syslog_sender",syslog,"172.22.0.10:36914",root,,1,"user-level",13,Notice
